seller_id,mql_id,sdr_id,sr_id,won_date,business_segment,lead_type,lead_behaviour_profile,has_company,has_gtin,average_stock,business_type,declared_product_catalog_size,declared_monthly_revenue,first_contact_date,landing_page_id,origin,customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state,order_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,order_item_id,product_id,shipping_limit_date,price,freight_value,product_category_name,product_name_lenght,product_description_lenght,product_photos_qty,product_weight_g,product_length_cm,product_height_cm,product_width_cm,payment_sequential,payment_type,payment_installments,payment_value,mean_lat,mean_long,seller_zip_code_prefix,seller_city,seller_state,major_state,deliverd_difftime,delivered_days,review_score,review_comments
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28 22:45:45,household_utilities,online_medium,cat,,,,reseller,NA,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,990136747799dba17827e8abbae277e4,bc7e09410b08895e9d9ad2144f7f17d5,21941,rio de janeiro,RJ,c9df12344ba358f97f2ee696709f2415,delivered,2018-08-06 22:54:52,2018-08-08T02:50:21Z,2018-08-08 13:44:00,2018-08-17T01:11:49Z,2018-08-17T04:00:00Z,1,c1cf541d5b33a4b04ddc1c3be7aa1c86,2018-08-09 22:50:21,38,18.37,beleza_saude,51,781,2,150,35,2,26,1,credit_card,2,56.37,-22.8338340042933,-43.24885668973881,14079,ribeirao preto / sao paulo,SP,0,-0,8.931574074074074,5,
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28 22:45:45,household_utilities,online_medium,cat,,,,reseller,NA,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,943340262b059ca78bb13c4ae929c636,e4f974024ecf8d260dad56ce05f2ad0a,98700,ijui,RS,af9c76f5f4f218b688c4e235dc38723d,delivered,2018-04-16 10:44:09,2018-04-16T14:55:23Z,2018-04-16 19:54:32,2018-05-02T15:17:31Z,2018-05-17T04:00:00Z,1,da7da0c2d3f2dbb32bee4ad3cf467fc6,2018-04-20 10:55:23,17,26.41,ferramentas_jardim,57,267,2,100,17,7,12,1,credit_card,1,219.82,-28.38782850412007,-53.91593589989314,14079,ribeirao preto / sao paulo,SP,0,-14,16.015370370370373,2,"So far I received only one of the products, the socket. The double diamond pendant wired not arrived and is listed as delivered."
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28 22:45:45,household_utilities,online_medium,cat,,,,reseller,NA,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,ba3865460d9232b12cea42b9b2fc1380,81ed63903142641cd6b9318258281764,85550,coronel vivida,PR,b0e61103ba1dee7e3c3c31f68e62a3fb,delivered,2018-08-21 12:35:46,2018-08-21T16:50:22Z,2018-08-21 15:12:00,2018-08-28T19:18:42Z,2018-09-11T04:00:00Z,1,c1cf541d5b33a4b04ddc1c3be7aa1c86,2018-08-23 12:50:22,38,18.37,beleza_saude,51,781,2,150,35,2,26,1,credit_card,1,56.37,-25.984865711694923,-52.56760071129754,14079,ribeirao preto / sao paulo,SP,0,-13,7.1030092592592595,5,"Product as described, very good and fast delivery."
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28 22:45:45,household_utilities,online_medium,cat,,,,reseller,NA,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,982b5a55e0c254aad4e8a083ed3e2072,7c7417689f160592b89a44a6ff49f44b,1327,sao paulo,SP,26ef358c39e6d1537243a3ede175c8c0,delivered,2018-05-09 11:07:14,2018-05-09T15:34:56Z,2018-05-10 15:17:00,2018-05-17T19:52:09Z,2018-05-23T04:00:00Z,3,51b24bbd390b66c9f67579153fe7ec5f,2018-05-15 11:30:43,17,12.79,construcao_ferramentas_construcao,56,255,2,100,17,7,11,1,credit_card,1,178.74,-23.565113424714426,-46.644944579328765,14079,ribeirao preto / sao paulo,SP,0,-5,8.178622685185186,5,
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28 22:45:45,household_utilities,online_medium,cat,,,,reseller,NA,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,2f7c58a76f79b264511460115940754d,2250be4d9d83217839daf3769032b2f7,29060,vitoria,ES,6a03d0d3197b58dac687046338e114db,delivered,2018-04-26 14:53:19,2018-04-28T06:51:31Z,2018-04-30 14:23:00,2018-05-24T02:32:19Z,2018-05-14T04:00:00Z,1,da7da0c2d3f2dbb32bee4ad3cf467fc6,2018-05-04 02:51:31,17,18.23,ferramentas_jardim,57,267,2,100,17,7,12,1,boleto,1,35.23,-20.28459307369061,-40.2954045601725,14079,ribeirao preto / sao paulo,SP,0,10,25.820000000000004,2,
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28 22:45:45,household_utilities,online_medium,cat,,,,reseller,NA,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,24a2ea05adf7b544924385aa75059535,80e0af1a121418750b00e2fec496ea15,29345,marataizes,ES,9daeefebc1067e23b8722753332f9fce,delivered,2018-04-29 13:10:41,2018-04-29T17:33:55Z,2018-04-30 14:23:00,2018-05-14T22:03:06Z,2018-05-18T04:00:00Z,1,c1cf541d5b33a4b04ddc1c3be7aa1c86,2018-05-04 13:30:35,35,18.23,beleza_saude,51,781,2,150,35,2,26,1,credit_card,1,53.23,-21.032318116120702,-40.82269689695655,14079,ribeirao preto / sao paulo,SP,0,-3,15.186932870370372,4,Everything is OK
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28 22:45:45,household_utilities,online_medium,cat,,,,reseller,NA,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,18403267352012ec6c688ea048de5fd7,e0a5db60810bf77e8297ec649fdff00d,89256,jaragua do sul,SC,cc8068a058758e65bf66266523272c96,delivered,2018-08-21 14:33:37,2018-08-21T18:50:15Z,2018-08-21 15:12:00,2018-08-28T01:18:38Z,2018-10-04T04:00:00Z,3,6d07236d4abe99b5b1cbf368971bf6e7,2018-08-23 14:50:15,38,6.66,brinquedos,49,170,6,200,17,7,12,1,credit_card,1,133.99,-26.48129391902795,-49.058517578119535,14079,ribeirao preto / sao paulo,SP,0,-37,6.269710648148148,5,
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28 22:45:45,household_utilities,online_medium,cat,,,,reseller,NA,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,cf78fe7532c375731b3d6ce693a8600c,05888a33939ad06881d380349c0d0b1c,80230,curitiba,PR,afd1ca4a245a9a04d0f8d5dc1ccb7ed3,delivered,2018-04-17 13:32:54,2018-04-17T17:51:07Z,2018-04-17 22:20:55,2018-04-24T01:13:59Z,2018-05-09T04:00:00Z,1,6d07236d4abe99b5b1cbf368971bf6e7,2018-04-23 13:51:07,39,18.23,brinquedos,49,170,6,200,17,7,12,1,credit_card,1,57.23,-25.44157136040363,-49.26687451387347,14079,ribeirao preto / sao paulo,SP,0,-15,6.307546296296296,5,
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28 22:45:45,household_utilities,online_medium,cat,,,,reseller,NA,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,18403267352012ec6c688ea048de5fd7,e0a5db60810bf77e8297ec649fdff00d,89256,jaragua do sul,SC,cc8068a058758e65bf66266523272c96,delivered,2018-08-21 14:33:37,2018-08-21T18:50:15Z,2018-08-21 15:12:00,2018-08-28T01:18:38Z,2018-10-04T04:00:00Z,2,6d07236d4abe99b5b1cbf368971bf6e7,2018-08-23 14:50:15,38,6.66,brinquedos,49,170,6,200,17,7,12,1,credit_card,1,133.99,-26.48129391902795,-49.058517578119535,14079,ribeirao preto / sao paulo,SP,0,-37,6.269710648148148,5,
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28 22:45:45,household_utilities,online_medium,cat,,,,reseller,NA,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,af885bebe2a7735c3aee36d538ada841,5988eceb1e86a7162dbb279ed2401a8c,19470,presidente epitacio,SP,434ecca6e51ec65c7ed71199313ac9e1,delivered,2018-08-22 10:06:11,2018-08-24T07:15:09Z,2018-08-24 14:23:00,2018-08-29T22:17:31Z,2018-09-03T04:00:00Z,1,c1cf541d5b33a4b04ddc1c3be7aa1c86,2018-08-28 03:15:09,38,12.93,beleza_saude,51,781,2,150,35,2,26,1,boleto,1,50.93,-21.773562635668824,-52.115709937410585,14079,ribeirao preto / sao paulo,SP,1,-4,5.626643518518518,5,Very good
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28 22:45:45,household_utilities,online_medium,cat,,,,reseller,NA,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,18403267352012ec6c688ea048de5fd7,e0a5db60810bf77e8297ec649fdff00d,89256,jaragua do sul,SC,cc8068a058758e65bf66266523272c96,delivered,2018-08-21 14:33:37,2018-08-21T18:50:15Z,2018-08-21 15:12:00,2018-08-28T01:18:38Z,2018-10-04T04:00:00Z,1,6d07236d4abe99b5b1cbf368971bf6e7,2018-08-23 14:50:15,38,6.66,brinquedos,49,170,6,200,17,7,12,1,credit_card,1,133.99,-26.48129391902795,-49.058517578119535,14079,ribeirao preto / sao paulo,SP,0,-37,6.269710648148148,5,
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28 22:45:45,household_utilities,online_medium,cat,,,,reseller,NA,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,982b5a55e0c254aad4e8a083ed3e2072,7c7417689f160592b89a44a6ff49f44b,1327,sao paulo,SP,26ef358c39e6d1537243a3ede175c8c0,delivered,2018-05-09 11:07:14,2018-05-09T15:34:56Z,2018-05-10 15:17:00,2018-05-17T19:52:09Z,2018-05-23T04:00:00Z,6,51b24bbd390b66c9f67579153fe7ec5f,2018-05-15 11:30:43,17,12.79,construcao_ferramentas_construcao,56,255,2,100,17,7,11,1,credit_card,1,178.74,-23.565113424714426,-46.644944579328765,14079,ribeirao preto / sao paulo,SP,0,-5,8.178622685185186,5,
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28 22:45:45,household_utilities,online_medium,cat,,,,reseller,NA,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,28de5669c2b3bc8cc0d5951ef18b8385,fc7ea5e792d5863d957ba2aa3661920f,26021,nova iguacu,RJ,5b6793d19c0a49b1815f5a74f8c5a370,delivered,2018-04-28 14:00:24,2018-05-01T09:32:31Z,2018-05-02 13:47:00,2018-05-09T00:38:59Z,2018-05-17T04:00:00Z,1,6d07236d4abe99b5b1cbf368971bf6e7,2018-05-07 05:30:59,39,18.23,brinquedos,49,170,6,200,17,7,12,1,boleto,1,57.23,-22.7265203412345,-43.43963538573774,14079,ribeirao preto / sao paulo,SP,0,-8,7.629490740740741,5,
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28 22:45:45,household_utilities,online_medium,cat,,,,reseller,NA,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,2526e267558d4f12d1292882ef11f0c1,74f41fd315f7631869422aaa5e95ac0d,95190,sao marcos,RS,6150df8ab9ea72d5c3eff1c320ae43a8,delivered,2018-05-14 10:26:57,2018-05-14T14:35:18Z,2018-05-14 14:27:00,2018-05-21T22:26:39Z,2018-06-08T04:00:00Z,1,11b66b9c3298383e765fa69bdfd86e5f,2018-05-18 10:35:18,21,18.23,esporte_lazer,36,140,4,100,34,2,26,1,credit_card,1,39.23,-28.968928433226377,-51.06874599856591,14079,ribeirao preto / sao paulo,SP,0,-17,7.327326388888889,5,
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28 22:45:45,household_utilities,online_medium,cat,,,,reseller,NA,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,ad1d816777885a62a3a72320d21861a2,167c4b188bfb3d78528f2d795400fa15,4911,sao paulo,SP,8f078af5f7dd54fad5abd423dfb4aad2,delivered,2018-06-22 17:57:25,2018-06-22T22:18:26Z,2018-06-25 14:28:00,2018-07-03T14:04:21Z,2018-07-16T04:00:00Z,1,9d6a5df183306316cd9954e052f30dd3,2018-06-28 18:18:26,17,12.79,ferramentas_jardim,48,737,5,150,17,7,12,1,credit_card,2,29.79,-23.680383297648554,-46.74049642638623,14079,ribeirao preto / sao paulo,SP,1,-12,10.656886574074074,4,Good
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28 22:45:45,household_utilities,online_medium,cat,,,,reseller,NA,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,982b5a55e0c254aad4e8a083ed3e2072,7c7417689f160592b89a44a6ff49f44b,1327,sao paulo,SP,26ef358c39e6d1537243a3ede175c8c0,delivered,2018-05-09 11:07:14,2018-05-09T15:34:56Z,2018-05-10 15:17:00,2018-05-17T19:52:09Z,2018-05-23T04:00:00Z,2,51b24bbd390b66c9f67579153fe7ec5f,2018-05-15 11:30:43,17,12.79,construcao_ferramentas_construcao,56,255,2,100,17,7,11,1,credit_card,1,178.74,-23.565113424714426,-46.644944579328765,14079,ribeirao preto / sao paulo,SP,1,-5,8.178622685185186,5,
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28 22:45:45,household_utilities,online_medium,cat,,,,reseller,NA,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,982b5a55e0c254aad4e8a083ed3e2072,7c7417689f160592b89a44a6ff49f44b,1327,sao paulo,SP,26ef358c39e6d1537243a3ede175c8c0,delivered,2018-05-09 11:07:14,2018-05-09T15:34:56Z,2018-05-10 15:17:00,2018-05-17T19:52:09Z,2018-05-23T04:00:00Z,5,51b24bbd390b66c9f67579153fe7ec5f,2018-05-15 11:30:43,17,12.79,construcao_ferramentas_construcao,56,255,2,100,17,7,11,1,credit_card,1,178.74,-23.565113424714426,-46.644944579328765,14079,ribeirao preto / sao paulo,SP,0,-5,8.178622685185186,5,
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28 22:45:45,household_utilities,online_medium,cat,,,,reseller,NA,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,9b0ca7ce354778d017ea016dd199f9ee,4ed82d2c4fb7be1abe53c72f75c4e269,38041,uberaba,MG,cf8152b6a51ad306ad09a2d253c8133c,delivered,2018-08-18 19:48:43,2018-08-19T00:10:05Z,2018-08-20 15:04:00,2018-08-24T23:16:48Z,2018-08-31T04:00:00Z,1,6d07236d4abe99b5b1cbf368971bf6e7,2018-08-21 20:10:05,38,12.93,brinquedos,49,170,6,200,17,7,12,1,credit_card,2,50.93,-19.783169015333,-47.92170328892091,14079,ribeirao preto / sao paulo,SP,0,-6,5.962997685185186,5,"I spent a lot

"
01fd077212124329bac32490e8ef80d9,180d9ac0990bb42907fe9cc7aa3eb5a1,09285259593c61296eef10c734121d5b,85fc447d336637ba1df43e793199fbc8,2018-03-28 22:45:45,household_utilities,online_medium,cat,,,,reseller,NA,0,2018-03-28,b76ef37428e6799c421989521c0e5077,unknown,ff9ec39d2bb09243f0139f792ad1ec7b,ea6c32cd21c1105cbdc3a6e10c14a75f,89275,schroeder,SC,5e754503796f05f2ad0541feb16a6a85,delivered,2018-08-22 20:38:49,2018-08-23T06:50:24Z,2018-08-23 14:12:00,2018-08-29T20:43:25Z,2018-09-14T04:00:00Z,1,c1cf541d5b33a4b04ddc1c3be7aa1c86,2018-08-27 02:50:24,38,18.37,beleza_saude,51,781,2,150,35,2,26,1,boleto,1,56.37,-26.405445142724908,-49.07474484498537,14079,ribeirao preto / sao paulo,SP,0,-15,6.578483796296297,5,
